Genre,Year,Title,From,Extras,Remarks
Crime|Drama  ,1998,Rounders                                ,,,
Drama,1997,Good Will Hunting                         ,DVDR,,
Crime|Drama|Thriller,1997,The Rainmaker                             ,TV,NA,
Comedy|Drama|Romance,1997,Chasing Amy                                ,DVDR,,
Action|Drama|War|Mystery,1996,Courage Under Fire,DVD ,Yes,
Comedy,1996,Glory Daze                         ,,,
Adventure|Western ,1995,The Good Old Boys                         ,,,
Drama|History|Western,1993,Geronimo: An American Legend 2nd Lt. Britton Davis         ,,,
Drama|Sport ,1992,School Ties                              ,,,
Drama,1990,Rising Son                                 ,,,
Comedy|Drama|Romance,1988,Mystic Pizza                                    ,DVDR,,
Drama,2007,Life Support,DVDR,,
Drama,2002,Little John,TV,NA,
Action|Drama|Thriller,2001,The Agency,DVD,No,
Drama|Crime|Thriller,2000,Cold Blooded,DVD,No,
Thriller,1998,Indiscreet,TV,NA,
Crime|Drama|Thriller,1995,Nick of Time,DVDR,,
Thriller|Action|Sci-Fi,1994,Timecop,DVDR,,
Crime|Drama ,2010,Henry's Crime,DVDR,,
Drama|Romance                        ,2009,The Private Lives of Pippa Lee    ,DVDR,,
Drama|Sci-Fi|Thriller                ,2008,The Day the Earth Stood Still     ,,,
Action|Crime|Drama|Thriller          ,2008,Street Kings                      ,DVDR,No,
Action|Crime|Drama|Thriller          ,2006,The Lake House                    ,TV,,
Animation|Crime|Drama|Mystery|Sci-Fi|Thriller,2006,A Scanner Darkly                  ,DVDR,,
Action|Drama|Fantasy|Horror|Thriller ,2005,Constantine,DVD,Yes,
Comedy|Drama                         ,2005,Thumbsucker                       ,,,
Comedy                               ,2005,Ellie Parker                      ,,,
Action|Adventure|Sci-Fi              ,2003,The Matrix Revolutions            ,TV,,
Action|Adventure|Sci-Fi              ,2003,The Matrix Reloaded               ,TV,,
Drama|Sport                          ,2001,Hard Ball                         ,,,
Drama|Romance,2001,Sweet November,DVDR,,
Crime|Drama|Mystery|Thriller         ,2000,The Gift                          ,DVD,,
Crime|Mystery|Thriller               ,2000,The Watcher                       ,DVD,No,
Comedy|Sport                         ,2000,The Replacements                  ,,,
Drama                                ,1999,Me and Will                       ,,,
Action|Adventure|Sci-Fi|Thriller ,1999,The Matrix,DVD,Yes,
"Drama, Mystery, Thriller",1997,The Devil's Advocate              ,DVD,Yes,
Biography|Drama                      ,1997,The Last Time I Committed Suicide ,,,
Comedy|Crime|Drama|Romance           ,1996,Feeling Minnesota                 ,,,
Action|Thriller|Drama                ,1996,Chain Reaction                    ,DVD,Yes,
Drama|Romance                     ,1995,A Walk in the Clouds        ,,,
Action|Sci-Fi                     ,1995,Johnny Mnemonic             ,,,
Drama                             ,1993,Little Buddha               ,DVD,No,
Comedy|Drama|Romance|Western      ,1993,Even Cowgirls Get the Blues ,,,
Horror|Romance                    ,1992,Bram Stoker's Dracula       ,,,
Drama|Romance                     ,1991,My Own Private Idaho        ,,,
Adventure|Comedy|Fantasy|Sci-Fi   ,1991,Bill & Ted's Bogus Journey  ,,,
Action|Adventure|Crime|Drama|Sport|Thriller,1991,Point Break                 ,DVDR,,
?                                   ,1991,Providence                             ,,,
Comedy|Romance                      ,1990,Tune in Tomorrow...                    ,,,
Comedy|Crime                        ,1990,I Love You to Death                    ,,,
Comedy|Drama                        ,1989,Parenthood                             ,,,
Adventure|Comedy|Family|Sci-Fi      ,1989,Bill & Ted's Excellent Adventure       ,,,
Drama|Romance                       ,1989,Life Under Water                       ,,,
Drama|Romance                       ,1988,Dangerous Liaisons Le Chevalier        ,,,
Comedy|Drama                        ,1988,The Prince of Pennsylvania             ,,,
Drama|Music|Romance                 ,1988,Permanent Record                       ,,,
Comedy                              ,1988,The Night Before                       ,,,
Adventure|Family|Fantasy|Musical    ,1986,Babes in Toyland Jack/Jack-be-Nimble   ,,,
Drama                               ,1986,Under the Influence                    ,,,
Crime|Drama                         ,1986,River's Edge                           ,,,
Drama|Romance|Sport                 ,1986,Flying                                 ,,,
Fantasy                             ,1986,Young Again                            ,,,
Biography|Crime|Drama               ,1986,Act of Vengeance                       ,,,
Drama|Romance|Sport                 ,1986,Youngblood                             ,,,
Crime                               ,1985,One Step Away                          ,,,
Drama|Romance                       ,1985,Letting Go                             ,,,
,2013,Thor: The Dark World,,,
Action|Adventure|Fantasy ,2011,Thor  ,DVDR,,
Adventure|Comedy|Fantasy ,2011,Your Highness  ,DVDR,,
Comedy|Romance ,2011,No Strings Attached ,DVDR,,
Drama|Mystery|Thriller ,2010,Black Swan,DVDR,No,
Drama,2010,Hesher,DVDR,,
Drama|Thriller|War  ,2009,Brothers,DVDR,No,
Drama,2009,Love and Other Impossible Pursuits,DVDR,,
Biography|Drama|History ,2007,The Other Boleyn Girl   ,DVDR,,
Comedy|Family|Fantasy,2007,Mr. Magorium's Wonder Emporium,DVDR,,
Adventure|Comedy|Drama ,2007,The Darjeeling Limited,DVDR,,
Drama|Romance,2007,My Blueberry Nights   ,,No subtitles,
Drama|Romance,2006,"Paris, je t'aime   ",DVDR,,
Action|Sci-Fi|Thriller,2005,V for Vendetta   ,DVDR,,
Comedy|Drama ,2005,Free Zone   ,,,
Action|Adventure|Fantasy ,2005,Star Wars: Episode III - Revenge of the Sith,DVDR,,
Mystery|Thriller,2004,Domino One   ,,,
Drama|Romance,2004,Closer,DVDR,,
Comedy|Drama|Romance ,2004,Garden State,DVDR,,
Drama|Romance|War ,2002,Cold Mountain   ,,,
Action|Adventure|Fantasy ,2002,Star Wars: Episode II - Attack of the Clones,DVDR,,
Comedy|Drama|Romance,2000,Where the Heart Is,DVD,Yes,
Comedy|Romance ,1999,Anywhere But Here,DVDR,,
Action|Adventure|Sci-Fi,1999,Star Wars: Episode I - The Phantom Menace,DVDR,,
Action|Comedy|Fantasy,1996,Mars Attacks!   ,,,
Comedy|Musical|Romance ,1996,Everyone Says I Love You   ,DVDR,,
Drama|Comedy|Romance,1996,Beautiful Girls,DVDR,,
Crime|Drama|Thriller  ,1994,Léon,DVDR,No,
Action|Adventure|Horror,2013,World War Z,DVD,,
Crime|Thriller,2012,Killing them softly,DVD,Yes,
Biography|Drama|Sport,2011,Moneyball,DVD,Yes,
Drama,2011,The Tree of Life,DVD,Yes,
Drama|Thriller|War,2009,Inglourious Basterds,DVD,Yes,
Biography|Crime|Drama  ,2007,The Assassination of Jesse James by the Coward Robert Ford,DVD,No,
Action|Comedy|Romance|Thriller,2005,Mr. & Mrs. Smith,DVD   ,Yes,2-DVDs
Action|Drama|History|Romance,2004,Troy,DVD  ,Yes,2-DVDs
Adventure|Fantasy|Animation|Family ,2003,Sinbad: Legend of the Seven Seas,TV,No,
Comedy|Drama|Romance,2002,Full Frontal,DVD   ,Yes,
Action|Crime|Drama|Thriller ,2001,Spy Game,DVD,Yes,
Action|Adventure|Comedy|Crime|Romance ,2001,The Mexican,DVD   ,Yes,
Comedy|Crime|Thriller,2001,Snatch,DVD   ,Yes,2-DVDs
Action|Drama|Thriller,1999,Fight Club,DVD  ,Yes,2-DVDs
Fantasy| Mystery|Romance|Drama ,1998,Meet Joe Black,DVD  ,Yes,
Drama|Romance ,1997,The Dark Side of the Sun,DVD  ,No,
Adventure|Biography|Drama|History|War,1997,Seven Years in Tibet,DVD  ,Yes,
Action|Drama|Thriller,1997,The Devil's Own,DVD   ,No,
Crime|Drama|Thriller,1996,Sleepers,DVD  ,Yes,
Drama|Sci-Fi|Thriller,1995,Twelve Monkeys,DVD   ,Yes,
Crime|Mystery|Thriller,1995,Se7en,DVD   ,Yes,2-DVDs
Drama|Romance|War|Western,1994,Legends of the Fall,DVD  ,No,
Crime|Drama|Romance|Thriller,1993,True Romance,DVD ,Yes,
Crime|Drama|Thriller ,1993,Kalifornia,DVD  ,Yes,
Biography|Drama,1992,A River Runs Through It,DVD ,Yes,
Adventure|Crime|Drama|Thriller ,1991,Thelma & Louise,DVD ,Yes,
Drama|Sport,1991,Across the Tracks,DVD ,Yes,No dutch subtitles
Drama|Crime ,1990,Too Young to Die?,DVD ,No,No dutch subtitles. EXHD wel subtitles
Horror|Thriller,1989,Cutting Class,DVD ,No,
Crime|Drama|Thriller,2011,The Son of No One,DVD,,
Biography|Drama ,2010,You Don't Know Jack ,DVDR,No,
Crime|Drama|Mystery|Thriller,2008,Righteous Kill,DVD,Yes,2-DVD
Drama|Sport|Thriller,2005,Two for the Money,DVD,No,
Drama|Romance ,2004,The Merchant of Venice,DVD,,
Drama|Fantasy,2003,Angels in America,DVD,No,2-DVD
Comedy|Crime|Romance,2003,Gigli,DVDR,,
Action|Thriller,2003,The Recruit,DVD,Yes,
Comedy|Drama|Fantasy,2002,S1mOne,DVD,Yes,
Crime|Drama|Thriller,2002,Insomnia,DVD ,Yes,
Crime|Drama,2002,People I Know,DVD ,Yes,
Drama|Sport,1999,Any Given Sunday,DVDR,,
Biography|Drama|Thriller,1999,The Insider,DVD,No,
Crime|Drama|Thriller,1997,Donnie Brasco,DVD  ,Yes,
Drama|Thriller  ,1996,City Hall,DVDR,Yes,
Drama ,1995,Two Bits,DVD ,No,
Crime|Drama|Thriller,1993,Carlito's Way,DVDR,,
Drama ,1992,Scent of a Woman,DVDR,,
Drama,1992,Glengarry Glen Ross,DVDR,,
,1991,Frankie & Johnny,DVD ,,
Drama|Thriller,1990,The Godfather: Part III,DVD ,Yes,
Action|Crime|Romance,1990,Dick Tracy,DVDR,,
Crime|Thriller|Drama,1989,Sea of Love,DVDR,No,
Adventure|Drama|History ,1985,Revolution,DVDR,,
Crime|Drama,1983,Scarface,DVD,Yes,
Crime|Drama|Mystery ,1980,Cruising,DVDR,,
Drama|Thriller|Crime,1979,...And Justice for All,DVDR,,
Drama|Romance,1977,Bobby Deerfield,DVDR,,english
Crime|Drama|Thriller,1975,Dog Day Afternoon,DVDR,,
Drama|Thriller,1974,The Godfather: Part II,DVD,Yes,
Biography|Crime|Drama,1973,Serpico,DVD ,No,
Drama,1973,Scarecrow ,DVDR,,
Drama|Thriller,1972,The Godfather,DVD,Yes,
Crime|Drama|Romance,1971,The Panic in Needle Park,DVDR,,
Mystery|Romance|Thriller ,2013,Night Train to Lisbon,DVD,Yes,
Crime|Drama|Thriller,2012,Hypnotisören/The hypnotist,DVD,Yes,
Drama|Romance  ,2010,Remember Me,DVD,Yes,
Mystery|Thriller,2009,Devil You Know ,,,
Drama|Romance,2008,The Reader,DVD,Yes,2-DVD
Crime|Drama|Thriller,2007,Awake,DVD,Yes,
Action|Comedy|Crime|Thriller,2003,Hollywood Homicide,DVD,Yes,
Drama|Crime,2003,The United States of Leland,DVD,Yes,
Horror|Mystery|Thriller,2002,Darkness,DVD ,Yes,
Horror|Music|Fantasy,2002,Queen of the Damned,DVD,Yes,
Action|Thriller,1998,Hamilton,DVD,Yes,
Drama|Action,2001,Ignition,DVD,Yes,
Comedy|Drama|Romance,2000,Chocolat,DVD,Yes,
Fantasy|Horror|Mystery|Thriller,1999,The Ninth Gate,DVD ,Yes,
Action|Comedy|Fantasy,1999,Mystery Men,DVD ,Yes,
Comedy|Drama,1998,Polish Wedding,DVD,Yes,
Drama,1995,The Night and the Moment,DVD,No,NTSC
Crime|Drama|Thriller,1993,Romeo Is Bleeding,DVD,Yes,No dutch subtitles
Drama,1990,Havana,DVD,Yes,
Drama|History|Romance,1988,The Unbearable Lightness of Being,DVD,Yes,
Drama,1984,Efter repetitionen/Na de repetitie,DVD,,
Drama|Fantasy|Mystery,1982,Fanny och Alexander,VIDEO                                                                  ,,
Biography | Drama | Sport,2004,3: The Dale Earnhardt Story,DVD                           ,Yes,"2-DVDs, NTSC"
Adventure | Comedy | Drama | Family | Fantasy | Romance,2002,The Santa Clause 2,DVD      ,Yes,
Drama,2002,Man and Boy,DVD                                                               ,No,
Action | Crime | Thriller,2001,Double Bang,DVD                                           ,Yes,
Comedy,2001,Hollywood Palms,DVD                                                          ,No,
Drama,2000,The Linda McCartney Story,TV,NA,
Comedy | Crime | Romance | Thriller,2000,Nurse Betty,DVD                                 ,Yes,
Action | Crime | Drama | Sci-Fi | Thriller,2000,Frequency,DVD                            ,Yes,
Drama,1998,Significant Others,DVD                                                        ,Yes,2-DVDs 
Biography | Drama | Romance,1998,Gia,DVD                                                 ,No,
Biography|Drama|History,2013,Dallas Buyers Club,,,
Drama,2012,Mud,DVD,Yes,
Comedy|Drama,2012,Magic Mike,DVDR,,
Crime|Drama|Thriller,2011,Killer Joe,DVDR,,
Crime|Drama|Thriller,2011,The Lincoln Lawyer,DVDR,No,
Comedy|Fantasy|Romance,2009,Ghosts of Girlfriends Past,DVDR,,
Comedy,2008,"Surfer, Dude",DVDR,,
Adventure|Comedy|Romance|Thriller ,2008,Fool's Gold,DVDR,,
Drama|Sport,2006,We Are Marshall,DVDR,,
Comedy|Romance ,2006,Failure to Launch,TV,NA,
Drama|Sport|Thriller,2005,Two for the Money,DVD,No,
Action|Adventure|Comedy,2005,Sahara,DVDR,,
Comedy|Romance,2003,How to Lose a Guy in 10 Days,TV ,NA,
Drama|Horror|Sci-Fi|Thriller   ,2001,Frailty,DVDR,,
Comedy|Romance,2001,The Wedding Planner,DVD,Yes,
Action|Drama|War,2000,U-571,TV,NA,
Comedy,1999,Edtv,TV,NA,
Action|Crime|Drama|History|Western,1998,The Newton Boys,DVDR,,
Action|Crime|Drama|History|Western ,1998,The Newton Boys,TELE2,No,
Drama|History|Mystery,1997,Amistad,DVD,Yes,
Drama,2013,Two Mothers,DVD,,
Crime|Drama,2011,Rampart,DVDR,,
Crime|Drama|Mystery ,2011,The Girl with the Dragon Tattoo,DVDR,,
Drama|Romance,2009,The Private Lives of Pippa Lee,DVD,Yes,
Comedy|Drama ,2008,What Just Happened,DVDR,,
Drama,2002,White Oleander,DVDR,,
Action|Drama|Thriller,2001,The Last Castle,DVDR,,
Crime|Drama|Mystery|Thriller,2001,The Pledge,DVD,Yes,
Drama|Fantasy|Mystery|Thriller,2000,Unbreakable,DVD,Yes,
Drama|Romance  ,1999,Message in a Bottle          ,DVDR,,
Drama,1997,She's So Lovely,DVDR,,
Drama,1995,The Crossing Guard,DVD,,
Action|Comedy|Crime ,2013,Red 2,DVDR,,
Action|Crime|Thriller ,2013,A Good Day to Die Hard,DVDR,,
Action|Crime|Sci-Fi ,2012,Looper,DVDR,,
Action|Crime|Drama ,2012,Fire with Fire,DVDR,,
Comedy,2012,Lay the Favorite,DVDR,,
Comedy|Drama|Romance ,2012,Moonrise Kingdom,DVDR,,
Action|Thriller,2012,The Cold Light of Day,DVD,Yes,
Action|Drama|Thriller,2011,Catch .44,DVDR,,
Action|Comedy|Crime ,2010,Red,DVDR,Yes,
Action|Adventure|Thriller ,2010,The Expendables,DVDR,No,
Action|Comedy|Crime ,2010,Cop Out,DVDR,,
Action|Sci-Fi|Thriller ,2009,Surrogates,DVDR,,
Comedy|Drama ,2008,What Just Happened,DVDR,,
Action|Crime|Thriller ,2007,Live Free or Die Hard/Die Hard 4.0,TV,NA,
Action|Crime|Drama|Thriller,2006,16 Blocks,DVD   ,Yes,
Crime|Thriller,2006,Lucky Number Slevin,DVDR,,
Crime|Drama,2006,Alpha Dog,TV,NA,
Action|Crime|Thriller,2005,Sin City,DVDR,,
Action|Crime|Drama|Thriller,2005,Hostage,DVD   ,Yes,
Comedy|Crime|Thriller,2004,The Whole Ten Yards,TV,NA,
Drama|War,2002,Hart's War,DVDR,,
Drama|Fantasy|Mystery|Thriller,2000,Unbreakable,DVD,Yes,
Comedy|Family|Fantasy ,2000,The Kid,DVDR,,
Drama|Comedy|Romance,1999,The Story of Us,TV   ,NA,
Drama|Mystery|Thriller,1999,The Sixth Sense,DVDR,,
Comedy,1999,Breakfast of Champions ,DVDR,,
Action|Crime|Drama|Thriller,1998,The Siege,DVD   ,Yes,
Action|Romance|Sci-Fi|Thriller,1998,Armageddon,DVDR,,
Action|Drama|Thriller,1998,Mercury Rising,TV,NA,
Action|Adventure|Crime|Thriller,1997,The Jackal,DVD   ,Yes,
Action|Adventure|Romance|Sci-Fi|Thriller,1997,The Fifth Element,DVDR,,
Action|Crime|Drama|Thriller,1996,Last Man Standing,TV,NA,
Drama|Sci-Fi|Thriller,1995,Twelve Monkeys,DVD   ,Yes,
Action|Crime|Thriller,1995,Die Hard: With a Vengeance,TV,NA,
Drama,1994,Nobody's Fool,DVDR,,
Mystery|Romance|Thriller|Drama   ,1994,Color of Night,DVDR,,
Comedy|Drama|Family  ,1994,North,TV,NA,
Crime|Drama,1994,Pulp Fiction,DVD   ,No,DVDR 2-DVDs
Action|Mystery|Thriller,1993,Striking Distance,DVDR,,
Action|Comedy|Mystery|Thriller,1991,The Last Boy Scout,DVD    ,No,
Action|Adventure|Comedy,1991,Hudson Hawk,TV   ,NA,
Mystery|Thriller,1991,Mortal Thoughts,DVDR,,
Comedy|Drama ,1990,The Bonfire of the Vanities,DVDR,,
Action|Thriller,1990,Die Hard 2,TV ,NA,
Action|Crime|Thriller,1988,Die Hard,TV,NA,
Comedy|Romance ,1987,Blind Date,DVDR,,
Comedy|Horror|Romance   ,2012,Vamps,DVDR,,
Drama|Mystery|Thriller ,2012,Red Lights,DVDR,,
Horror|Mystery|Thriller,2011,The Cabin in the Woods,DVDR,,
Adventure|Comedy|Sci-Fi  ,2011,Paul                                                   ,DVDR,,
Comedy,2011,Cedar Rapids,DVDR,,
Comedy|Romance ,2010,You Again                                              ,DVDR,,
Comedy|Crime ,2010,Crazy on the Outside,DVDR,,
Biography|Drama,2009,Prayers for Bobby                                      ,DVDR,,
Action|Crime|Drama,2008,Vantage Point                                          ,DVD ,,
Comedy|Drama ,2008,Be Kind Rewind                                         ,-,,No substitles
Comedy|Romance ,2008,Baby Mama                                              ,DVDR,,
Drama,2007,The Girl in the Park,,,
Biography|Crime|Drama,2006,Infamous                                               ,TV,,
Comedy|Drama ,2006,The TV Set,,,avi-file
Drama,2006,Snow Cake,DVD,Yes,
Drama|Mystery|Thriller ,2004,The Village                                            ,DVDR,,
Comedy|Drama ,2004,Imaginary Heroes,DVD,Yes,
Adventure|Comedy|Drama,2003,Holes,,,
Drama,2002,The Guys,DVD,,
Comedy|Crime|Romance ,2001,Heartbreakers ,DVD,Yes,
Comedy|Drama|Romance ,2000,Tadpole                                                ,DVDR,,
Adventure|Comedy|Sci-Fi ,1999,Galaxy Quest                                           ,DVDR,,
Action|Sci-Fi|Thriller  ,1997,Alien: Resurrection                                    ,DVD,Yes,2-DVDs
Crime|Horror|Mystery,1995,Copycat,DVDR,,
Comedy|Drama ,1995,Jeffrey                                                ,-,,
Drama|Mystery|Thriller ,1994,Death and the Maiden,DVD,Yes,
Action|Sci-Fi|Thriller ,1992,Alien³                                                 ,DVD,Yes,2-DVDs
Adventure|Biography|Drama ,1992,1492: Conquest of Paradise                             ,DVDR,,
Action|Adventure|Comedy ,1989,Ghost Busters II                                       ,DVDR,,
Comedy|Romance|Drama ,1988,Working Girl,DVDR,,
Biography|Drama ,1988,Gorillas in the Mist: The Story of Dian Fossey         ,DVDR,,
Action|Adventure|Sci-Fi  ,1986,Aliens                                                 ,DVD,Yes,2-DVDs
Comedy|Family|Fantasy ,1984,Ghost Busters                                          ,DVDR,,
Thriller,1981,Eyewitness,,,No substitles
Horror|Sci-Fi ,1979,Alien                                                  ,DVD,Yes,2-DVDs
Drama,2012,Flight,DVD,,
Action|Crime|Mystery ,2012,Safe House,DVD,Yes,
Action|Drama|Thriller,2010,Unstoppable,DVD,Yes,
Action|Adventure|Drama  ,2010,The Book of Eli ,DVD,No,
Action|Crime|Thriller,2009,The Taking of Pelham 1 2 3,DVD,Yes,
Biography|Drama ,2007,The Great Debaters,DVD,Yes,2-DVDs
Crime|Drama|Thriller ,2007,American Gangster,DVD,Yes,3-DVDs
Action|Drama|Romance|Sci-Fi|Thriller,2006,Deja Vu,DVD,Yes,
Crime|Drama|Thriller,2006,Inside Man,DVD,Yes,
Drama|Mystery|Sci-Fi|Thriller|War,2004,The Manchurian Candidate,DVD ,Yes,
Action|Adventure|Crime|Drama|Thriller,2004,Man on Fire,DVD ,Yes,2-DVDs
Crime|Drama|Thriller ,2003,Out of Time,DVD ,Yes,
Biography|Drama|Romance,2002,Antwone Fisher,DVD  ,Yes,
Crime|Drama|Thriller ,2002,John Q,DVD  ,Yes,
Crime|Drama|Thriller,2001,Training Day,DVD ,Yes,
Drama|Sport,2000,Remember the Titans,DVD  ,Yes,
Biography|Drama|Sport,1999,The Hurricane,DVD  ,Yes,
Drama|Mystery|Thriller,1999,The Bone Collector,DVD  ,Yes,
Action|Crime|Drama|Thriller ,1998,The Siege,DVD ,Yes,
Drama|Sport,1998,He Got Game,,,
Crime|Drama|Thriller,1998,Fallen,DVD  ,No,
Comedy|Drama|Family  ,1996,The Preacher's Wife,TV,NA,
Crime|Drama|Mystery|Thriller ,1995,Devil in a Blue Dress,DVD ,Yes,
Action|Horror|Sci-Fi|Thriller,1995,Virtuosity,DVD ,Yes,
Action|Drama|Thriller ,1995,Crimson Tide,DVD  ,Yes,
Drama,1993,Philadelphia,DVD  ,Yes,2-DVDs
Drama|Mystery|Romance|Thriller,1993,The Pelican Brief,DVD ,Yes,
Biography|Drama,1992,Malcolm X,DVD ,Yes,
Romance|Drama|Comedy  ,1991,Mississippi Masala,,,
Comedy|Drama|Music,1990,,DVD  ,No,5-DVD Spike Lee
Action|Comedy|Drama ,1990,Heart Condition,,,
Drama|History|War,1989,Glory,DVD  ,Yes,
Action|Crime|Mystery,1989,The Mighty Quinn,DVD ,Yes,
Action|Drama ,1988,For Queen & Country,DVD  ,No,
Biography|Drama,1987,Cry Freedom,DVD ,Yes,
Biography|Drama ,1986,The George McKenna Story ,,,
Drama,1986,Power,,,
Drama|Mystery|War,1984,A Soldier's Story,DVD ,Yes,
Drama,1984,License to Kill,DVD,No,
Comedy,1981,Carbon copy,,,
Comedy,1979,Flesh & Blood ,,,
Action|Crime|Thriller ,2013,Furious 6,DVD,Yes,2-DVDs
Drama|Thriller,2013,Hours,DVD,Yes,
Thriller,2013,Vehicle 19,DVDR,,
Action|Crime|Thriller,2011,Fast Five,DVD,Yes,
Action|Crime|Thriller,2010,Takers,DVD,Yes,
Action|Crime|Drama|Thriller ,2009,Fast & Furious ,DVD,Yes,
Drama|Thriller ,2008,The Lazarus Project,DVDR,,
Action|Crime|Drama|Thriller,2007,Let's kill Bobby Z,DVD,No,
Action|Crime|Drama|Thriller,2006,Running Scared,DVD,No,
Action|Drama|History|War ,2006,Flags of Our Fathers,DVDR,,
Adventure|Drama|Family|Romance ,2006,Eight Below ,DVDR,,
Action|Adventure|Crime|Drama|Thriller,2005,Into the Blue,DVD,Yes,
Action|Adventure|Fantasy,2003,Timeline,TV,,
Action|Crime|Drama|Thriller,2003,2 Fast 2 Furious,DVD,Yes,
Action|Horror|Thriller,2001,Joy Ride,DVD,Yes,
Action|Crime|Drama|Thriller,2001,The Fast and the Furious,DVD,Yes,
Crime|Drama|Thriller ,2000,The Skulls,DVDR,,
Drama,2006,Four Extraordinary Women,DVD,Yes,
Comedy,2006,The Surfer King,DVD,No,NTSC
Drama,2005,Thicker Than Water,DVD,No,NTSC
Drama,1999,Shattered Dreams,DVD,No,NTSC
Thriller|Drama,1998,Voyage of Terror,TV,NA,
Drama|Romance,1997,Their Second Chance,TV  ,NA,
Thriller,1997,Contagious,TV  ,NA,
Drama,1996,A Mother's Instinct,TV  ,NA,
Drama|Horror,1996,Sins of Silence,TV  ,NA,
Drama,1995,Fighting for My Daughter,TV   ,NA,
Drama|Romance,1994,Once in a Lifetime,DVD ,Yes,No dutch subtitles
Drama,1993,Nurses on the Line: The Crash of Flight 7,DVD  ,Yes,No dutch subtitles
Drama,1992,A Message from Holly,DVD ,Yes,No dutch subtitles
Drama,1992,To Be the Best,DVD ,Yes,No dutch subtitles
Drama|Mystery,1992,Treacherous Crossing,TV   ,NA,
Drama,1991,Fire in the Dark,TV   ,NA,
Action|Thriller|Crime|Drama,1991,Ricochet,DVD,No,
Drama,1990,Babies,DVD ,No,No dutch subtitles
Drama,1990,Voice of the Heart,DVD ,Yes,No dutch subtitles
Thriller,1989,From the Dead of Night,DVD ,No,No dutch subtitles
Action|Thriller,1988,Police Story: Burnout,TV   ,No,
Action|Thriller,1988,Nightmare at Bitter Creek,DVD ,Yes,No dutch subtitles
Drama,1988,The Taking of Flight 847: The Uli Derickson Story,TV   ,NA,
Drama,1988,Evil in Clear River,DVD ,No,No dutch subtitles
Drama,1986,Convicted,TV ,NA,
Fantasy,1986,Young Again,TV ,NA,
Thriller,1986,Child's Cry ,DVD ,No,No dutch subtitles
Drama,1985,The Other Lover,TV  ,NA,
Drama|Romance,1983,Princess Daisy,DVD ,Yes,No dutch subtitles
Drama,1981,Callie & Son,DVD ,No,No dutch subtitles
Action|Crime|Drama|Thriller,1981,Nighthawks,DVD ,Yes,
Drama,1980,Scruples,TV ,NA,
Action|Thriller,2013,Killing Season,,,
Crime|Drama|Thriller  ,2012,Savages,,,
Action|Crime|Thriller,2010,From Paris with Love,DVDR,,
Comedy|Family ,2009,Old Dogs,DVDR,,
Action|Crime|Thriller,2009,The Taking of Pelham 1 2 3,DVD,Yes,
Comedy|Musical|Romance,2007,Hairspray,DVD,Yes,2-DVDs
Action|Adventure|Comedy  ,2007,Wild Hogs,TV,NA,
Comedy|Crime|Music,2005,Be Cool,DVDR,,
Action|Drama|Thriller,2004,Ladder 49,DVDR,NA,
Drama,2004,A Love Song for Bobby Long,DVD ,No,
Action|Crime|Thriller,2004,The Punisher,DVD ,Yes,
Crime|Drama|Mystery|Thriller,2003,Basic,DVD ,Yes,2-DVDs
Crime|Drama|Mystery|Thriller,2001,Domestic Disturbance,DVDR,,
Comedy|Crime ,2000,Lucky Numbers,DVDR,,
Action|Sci-Fi ,2000,Battlefield Earth: A Saga of the Year 3000 ,TV,NA,
Crime|Drama|Mystery,1999,General's Daughter,DVDR,Yes,
Drama,1998,A Civil Action,DVDR,,
Drama|War,1998,The Thin Red Line,DVDR,,
Comedy|Drama,1998,Primary Colors,DVDR,NA,
Drama|Thriller,1997,Mad City,DVDR,,
Action|Crime|Drama|Sci-Fi|Thriller,1997,Face/Off,DVD  ,Yes,
Comedy|Drama|Fantasy,1996,Michael,DVDR,,
Drama|Fantasy,1996,Phenomenon ,DVDR,,
Action|Adventure|Thriller,1996,Broken Arrow,DVD ,Yes,
Comedy |Crime|Thriller ,1995,Get Shorty,DVDR,,
Comedy|Romance ,1993,Look Who's Talking Now,DVDR,NA,
Drama|Action|Thriller,1991,Chains of Gold,DVDR,,
Romance|Comedy,1989,Look Who's Talking ,DVDR,NA,
Drama|Romance,1985,Perfect,TV,NA,
Comedy|Romance|Fantasy,1983,Two of a Kind,DVD ,No,
Drama|Music,1983,Staying Alive,DVD ,No,
Crime|Drama|Mystery ,1981,Blow Out,DVDR,,
Drama|Western ,1980,Urban Cowboy,DVD ,Yes,
Comedy,1975-1979,"Welcome Back, Kotter",DVDR,,"no subtitles, avi-files"
Drama|Romance,1978,Moment by Moment,TV,NA,
Comedy|Musical|Romance,1978,Grease,DVD ,Yes,
Drama|Music|Romance,1977,Saturday Night Fever,DVD ,Yes,
Drama|Horror,1976,Carrie,DVDR,,
Horror,1975,The Devil's Rain,DVDR,,no subtitles
Comedy|Drama|Romance  ,2012,Hope Springs,DVD,,
Comedy,2012,Web Therapy: Blindsides and Backslides,,,"Season 2, Episode 2 "
Comedy,2012,Web Therapy: Getting It Straight,,,"Season 2, Episode 1 "
Biography|Drama|History ,2011,The Iron Lady,DVD,Yes,
Comedy|Romance,2009,It's Complicated,DVD,Yes,
Biography|Comedy|Drama|Romance,2009,Julie & Julia,DVD,Yes,
Drama|Mystery ,2008,Doubt,DVD,Yes,
Drama|Thriller,2007,Rendition,DVD,Yes,
